label,id,term
Place Identifier matching,1339,https://isotc211.geolexica.org/api/concepts#Place_Identifier_matching
Place Identifier platform,1340,https://isotc211.geolexica.org/api/concepts#Place_Identifier_platform
remote resource,1341,https://isotc211.geolexica.org/api/concepts#remote_resource
resolve,1342,https://isotc211.geolexica.org/api/concepts#resolve
information system,1344,https://isotc211.geolexica.org/api/concepts#information_system
ontology,1346,https://isotc211.geolexica.org/api/concepts#ontology
Semantic Web,1351,https://isotc211.geolexica.org/api/concepts#Semantic_Web
dataset series,1356,https://isotc211.geolexica.org/api/concepts#dataset_series2
resource,1358,https://isotc211.geolexica.org/api/concepts#resource2
boundary face,1359,https://isotc211.geolexica.org/api/concepts#boundary_face
land,1360,https://isotc211.geolexica.org/api/concepts#land
required relationship,1362,https://isotc211.geolexica.org/api/concepts#required_relationship
spatial unit,1363,https://isotc211.geolexica.org/api/concepts#spatial_unit
Linear Referencing Method,1365,https://isotc211.geolexica.org/api/concepts#Linear_Referencing_Method
conformance quality level,1366,https://isotc211.geolexica.org/api/concepts#conformance_quality_level2
standalone quality report,1367,https://isotc211.geolexica.org/api/concepts#standalone_quality_report
quality assurance,1371,https://isotc211.geolexica.org/api/concepts#quality_assurance
quality control,1372,https://isotc211.geolexica.org/api/concepts#quality_control
grid coordinate reference system,1376,https://isotc211.geolexica.org/api/concepts#grid_coord_ref_system
document (XML),1377,https://isotc211.geolexica.org/api/concepts#document_XML
active sensor,1378,https://isotc211.geolexica.org/api/concepts#active_sensor
active sonar,1379,https://isotc211.geolexica.org/api/concepts#active_sonar
area recording,1380,https://isotc211.geolexica.org/api/concepts#area_recording
complex image,1383,https://isotc211.geolexica.org/api/concepts#complex_image
depression angle,1384,https://isotc211.geolexica.org/api/concepts#depression_angle
draught,1386,https://isotc211.geolexica.org/api/concepts#draught
field of view,1388,https://isotc211.geolexica.org/api/concepts#field_of_view
first return,1389,https://isotc211.geolexica.org/api/concepts#first_return
frame (LIDAR),1390,https://isotc211.geolexica.org/api/concepts#frame_LIDAR
geiger mode,1391,https://isotc211.geolexica.org/api/concepts#geiger_mode
hydrophone (SONAR),1392,https://isotc211.geolexica.org/api/concepts#hydrophone_SONAR
heave,1393,https://isotc211.geolexica.org/api/concepts#heave
hydrographic swath (SONAR),1394,https://isotc211.geolexica.org/api/concepts#hydrographic_swath_SONAR
image coordinates,1395,https://isotc211.geolexica.org/api/concepts#image_coordinates
instantaneous field of view,1396,https://isotc211.geolexica.org/api/concepts#instantaneous_field_view
intensity,1397,https://isotc211.geolexica.org/api/concepts#intensity
last return,1399,https://isotc211.geolexica.org/api/concepts#last_return
light detection and ranging,1400,https://isotc211.geolexica.org/api/concepts#light_detection_ranging
linear mode,1401,https://isotc211.geolexica.org/api/concepts#linear_mode
look angle,1402,https://isotc211.geolexica.org/api/concepts#look_angle
passive SONAR,1405,https://isotc211.geolexica.org/api/concepts#passive_SONAR
phase history data,1406,https://isotc211.geolexica.org/api/concepts#phase_history_data
platform down direction,1407,https://isotc211.geolexica.org/api/concepts#platform_down_direction
point cloud,1408,https://isotc211.geolexica.org/api/concepts#point_cloud
resolution (of imagery),1412,https://isotc211.geolexica.org/api/concepts#resolution_imagery
return (LIDAR),1413,https://isotc211.geolexica.org/api/concepts#return_LIDAR
scan,1414,https://isotc211.geolexica.org/api/concepts#scan
sidescan SONAR,1416,https://isotc211.geolexica.org/api/concepts#sidescan_SONAR
single beam SONAR,1417,https://isotc211.geolexica.org/api/concepts#single_beam_SONAR
SONAR processing system,1419,https://isotc211.geolexica.org/api/concepts#SONAR_processing_system
squat,1420,https://isotc211.geolexica.org/api/concepts#squat
stare,1421,https://isotc211.geolexica.org/api/concepts#stare
swath (LIDAR),1422,https://isotc211.geolexica.org/api/concepts#swath_LIDAR
sweep SONAR,1423,https://isotc211.geolexica.org/api/concepts#sweep_SONAR
swipe,1424,https://isotc211.geolexica.org/api/concepts#swipe
transducer,1425,https://isotc211.geolexica.org/api/concepts#transducer
transmitter,1426,https://isotc211.geolexica.org/api/concepts#transmitter
topographic LIDAR,1427,https://isotc211.geolexica.org/api/concepts#topographic_LIDAR
velocity vector (Radar),1428,https://isotc211.geolexica.org/api/concepts#velocity_vector_Radar
video phase history data,1429,https://isotc211.geolexica.org/api/concepts#video_phase_history_data
e-government,1430,https://isotc211.geolexica.org/api/concepts#e_government
feature instance,1431,https://isotc211.geolexica.org/api/concepts#feature_instance
reference model,1432,https://isotc211.geolexica.org/api/concepts#reference_model
Web,1433,https://isotc211.geolexica.org/api/concepts#Web
Web service,1434,https://isotc211.geolexica.org/api/concepts#Web_service
World Wide Web,1435,https://isotc211.geolexica.org/api/concepts#World_Wide_Web
provenance,1439,https://isotc211.geolexica.org/api/concepts#provenance2
physiognomy,1440,https://isotc211.geolexica.org/api/concepts#physiognomy
ex-situ,1441,https://isotc211.geolexica.org/api/concepts#ex_situ
observation,1442,https://isotc211.geolexica.org/api/concepts#observation
sampling feature,1443,https://isotc211.geolexica.org/api/concepts#sampling_feature
calibration curve,1448,https://isotc211.geolexica.org/api/concepts#calibration_curve
correction,1449,https://isotc211.geolexica.org/api/concepts#correction
dark current,1450,https://isotc211.geolexica.org/api/concepts#dark_current
dark current noise,1451,https://isotc211.geolexica.org/api/concepts#dark_current_noise
dark signal non uniformity,1452,https://isotc211.geolexica.org/api/concepts#dark_signal_non_uniformity
error,1455,https://isotc211.geolexica.org/api/concepts#error_meas
error of measurement,1456,https://isotc211.geolexica.org/api/concepts#error_of_measurement
in situ measurement,1458,https://isotc211.geolexica.org/api/concepts#in_situ_measurement
irradiance,1460,https://isotc211.geolexica.org/api/concepts#irradiance
keystone effect,1461,https://isotc211.geolexica.org/api/concepts#keystone_effect
measurement error,1463,https://isotc211.geolexica.org/api/concepts#measurement_error
measurement precision,1465,https://isotc211.geolexica.org/api/concepts#measurement_precision
metrological traceability chain,1468,https://isotc211.geolexica.org/api/concepts#metrological_traceability_chain
noise,1470,https://isotc211.geolexica.org/api/concepts#noise
pixel response non-uniformity,1471,https://isotc211.geolexica.org/api/concepts#pixel_resp_non_uniform
point-spread function,1472,https://isotc211.geolexica.org/api/concepts#point_spread_function
quantity,1474,https://isotc211.geolexica.org/api/concepts#quantity
reference standard,1475,https://isotc211.geolexica.org/api/concepts#reference_standard
standardization,1481,https://isotc211.geolexica.org/api/concepts#standardization
traceability chain,1483,https://isotc211.geolexica.org/api/concepts#traceability_chain
verification,1486,https://isotc211.geolexica.org/api/concepts#verification
vicarious calibration,1487,https://isotc211.geolexica.org/api/concepts#vicarious_calibration
accessibility,1488,https://isotc211.geolexica.org/api/concepts#accessibility
accessibility information,1489,https://isotc211.geolexica.org/api/concepts#accessibility_information
journey,1492,https://isotc211.geolexica.org/api/concepts#journey
journey segment,1493,https://isotc211.geolexica.org/api/concepts#journey_segment
trip,1502,https://isotc211.geolexica.org/api/concepts#trip
transport service,1510,https://isotc211.geolexica.org/api/concepts#transport_service
complex symbol,1512,https://isotc211.geolexica.org/api/concepts#complex_symbol
compound symbol,1513,https://isotc211.geolexica.org/api/concepts#compound_symbol
deviation,1514,https://isotc211.geolexica.org/api/concepts#deviation
facility,1515,https://isotc211.geolexica.org/api/concepts#facility
framework,1547,https://isotc211.geolexica.org/api/concepts#framework2
knowledge,1548,https://isotc211.geolexica.org/api/concepts#knowledge
address component,1553,https://isotc211.geolexica.org/api/concepts#address_component
parent address,1557,https://isotc211.geolexica.org/api/concepts#parent_address
parent addressable object,1558,https://isotc211.geolexica.org/api/concepts#parent_address_object
Differential Global Navigational Satellite System,1559,https://isotc211.geolexica.org/api/concepts#Diff_Glob_Nav_Sat_Sys
field of regard,1560,https://isotc211.geolexica.org/api/concepts#field_regard
mean sea level,1562,https://isotc211.geolexica.org/api/concepts#mean_sea_level2
multibeam SONAR,1563,https://isotc211.geolexica.org/api/concepts#multibeam_SONAR
multiple returns,1564,https://isotc211.geolexica.org/api/concepts#multiple_returns
pulse repetition frequency,1565,https://isotc211.geolexica.org/api/concepts#pulse_repetition_frequency
range (SAR),1566,https://isotc211.geolexica.org/api/concepts#range_SAR
receiver,1567,https://isotc211.geolexica.org/api/concepts#receiver
settlement,1568,https://isotc211.geolexica.org/api/concepts#settlement
Sound Navigation And Ranging,1569,https://isotc211.geolexica.org/api/concepts#Sound_Nav_Ranging
basic administrative unit,1570,https://isotc211.geolexica.org/api/concepts#basic_admin_unit
group party,1571,https://isotc211.geolexica.org/api/concepts#group_party
level,1572,https://isotc211.geolexica.org/api/concepts#level
restriction,1573,https://isotc211.geolexica.org/api/concepts#restriction
source,1574,https://isotc211.geolexica.org/api/concepts#source
utility network,1575,https://isotc211.geolexica.org/api/concepts#utility_network
supersession (register),1576,https://isotc211.geolexica.org/api/concepts#supersession_register
quality assessment procedure,1577,https://isotc211.geolexica.org/api/concepts#quality_assessment_procedure
quality assessment result,1578,https://isotc211.geolexica.org/api/concepts#quality_assessment_result
quality assurance level,1579,https://isotc211.geolexica.org/api/concepts#quality_assurance_level
annotation (OWL),1580,https://isotc211.geolexica.org/api/concepts#annotation_OWL
annotation property (OWL),1581,https://isotc211.geolexica.org/api/concepts#annotation_property_OWL
class (OWL),1582,https://isotc211.geolexica.org/api/concepts#class_OWL
data property (OWL),1583,https://isotc211.geolexica.org/api/concepts#data_property_OWL
datatype (OWL),1584,https://isotc211.geolexica.org/api/concepts#datatype_OWL
individual,1585,https://isotc211.geolexica.org/api/concepts#individual
localName,1587,https://isotc211.geolexica.org/api/concepts#localName
namespace (general),1588,https://isotc211.geolexica.org/api/concepts#namespace_general
namespace (RDF),1589,https://isotc211.geolexica.org/api/concepts#namespace_RDF
object property (OWL),1590,https://isotc211.geolexica.org/api/concepts#object_property_OWL
property restriction (OWL),1591,https://isotc211.geolexica.org/api/concepts#property_restriction_OWL
qualified cardinality (OWL),1592,https://isotc211.geolexica.org/api/concepts#qualified_cardinality_OWL
source document,1593,https://isotc211.geolexica.org/api/concepts#source_document
unqualified cardinality (OWL),1594,https://isotc211.geolexica.org/api/concepts#unqual_cardinal_OWL
context,1595,https://isotc211.geolexica.org/api/concepts#context
geographic context awareness,1596,https://isotc211.geolexica.org/api/concepts#geographic_context_aware
universal representation,1602,https://isotc211.geolexica.org/api/concepts#universal_representation
accuracy of measurement,1603,https://isotc211.geolexica.org/api/concepts#accuracy_of_measurement
blooming,1604,https://isotc211.geolexica.org/api/concepts#blooming
calibration validation,1605,https://isotc211.geolexica.org/api/concepts#calibration_validation
measurement accuracy,1607,https://isotc211.geolexica.org/api/concepts#measurement_accuracy
spectral responsivity,1608,https://isotc211.geolexica.org/api/concepts#spectral_responsivity
stray light,1609,https://isotc211.geolexica.org/api/concepts#stray_light
smile distortion,1610,https://isotc211.geolexica.org/api/concepts#smile_distortion
classifier (UML),1611,https://isotc211.geolexica.org/api/concepts#classifier_UML
feature (UML),1612,https://isotc211.geolexica.org/api/concepts#feature_UML
generalization (UML),1613,https://isotc211.geolexica.org/api/concepts#generalization_UML
inheritance,1614,https://isotc211.geolexica.org/api/concepts#inheritance2
instance (UML),1615,https://isotc211.geolexica.org/api/concepts#instance_UML
interface (UML),1616,https://isotc211.geolexica.org/api/concepts#interface_UML
operation (UML),1617,https://isotc211.geolexica.org/api/concepts#operation_UML
access point,1618,https://isotc211.geolexica.org/api/concepts#access_point
transfer link,1619,https://isotc211.geolexica.org/api/concepts#transfer_link
transport network,1621,https://isotc211.geolexica.org/api/concepts#transport_network
concept field,1624,https://isotc211.geolexica.org/api/concepts#concept_field
subject field,1625,https://isotc211.geolexica.org/api/concepts#subject_field
address position,1629,https://isotc211.geolexica.org/api/concepts#address_position
child address,1630,https://isotc211.geolexica.org/api/concepts#child_address
child addressable object,1631,https://isotc211.geolexica.org/api/concepts#child_address_object
invalidation (register),1636,https://isotc211.geolexica.org/api/concepts#invalidation_register
ambient intelligence,1637,https://isotc211.geolexica.org/api/concepts#ambient_intelligence
context-awareness,1638,https://isotc211.geolexica.org/api/concepts#context_awareness
seamless mobility,1640,https://isotc211.geolexica.org/api/concepts#seamless_mobility
ubiquitous public access,1641,https://isotc211.geolexica.org/api/concepts#ubiquitous_public_access
ubiquitous geographic information,1642,https://isotc211.geolexica.org/api/concepts#ubiquitous_geographic_info
literal,1644,https://isotc211.geolexica.org/api/concepts#literal
citation,1647,https://isotc211.geolexica.org/api/concepts#citation
lineage,1649,https://isotc211.geolexica.org/api/concepts#lineage
metadata,1650,https://isotc211.geolexica.org/api/concepts#metadata2
application ontology,1652,https://isotc211.geolexica.org/api/concepts#application_ontology
linked geodata,1653,https://isotc211.geolexica.org/api/concepts#linked_geodata
public access,1654,https://isotc211.geolexica.org/api/concepts#public_access
address class,1655,https://isotc211.geolexica.org/api/concepts#address_class
address reference system,1656,https://isotc211.geolexica.org/api/concepts#address_reference_system
bearing,1658,https://isotc211.geolexica.org/api/concepts#bearing
Cartesian coordinate system,1659,https://isotc211.geolexica.org/api/concepts#Carte_coord_sys
spheroid,1666,https://isotc211.geolexica.org/api/concepts#spheroid_closed
white space,1667,https://isotc211.geolexica.org/api/concepts#white_space
simple register,1670,https://isotc211.geolexica.org/api/concepts#simple_register
geographic coordinates,1675,https://isotc211.geolexica.org/api/concepts#geographic_coordinates
lidar,1676,https://isotc211.geolexica.org/api/concepts#lidar
SONAR,1677,https://isotc211.geolexica.org/api/concepts#SONAR
module,1678,https://isotc211.geolexica.org/api/concepts#module
capability,1679,https://isotc211.geolexica.org/api/concepts#capability
real world effect,1683,https://isotc211.geolexica.org/api/concepts#real_world_effect
precision,1685,https://isotc211.geolexica.org/api/concepts#precision2
data category,1686,https://isotc211.geolexica.org/api/concepts#data_category
domain (general vocabulary),1687,https://isotc211.geolexica.org/api/concepts#domain_general_vocab2
homograph,1688,https://isotc211.geolexica.org/api/concepts#homograph
homophone,1689,https://isotc211.geolexica.org/api/concepts#homophone
non-verbal representation,1690,https://isotc211.geolexica.org/api/concepts#non_verbal_representation
reference environment,1691,https://isotc211.geolexica.org/api/concepts#reference_environment
reference language,1692,https://isotc211.geolexica.org/api/concepts#reference_language
reference language subregister,1693,https://isotc211.geolexica.org/api/concepts#reference_language_subregister
submitted language,1694,https://isotc211.geolexica.org/api/concepts#submitted_language
submitted language register,1695,https://isotc211.geolexica.org/api/concepts#submitted_language_register
terminological entry identifier,1696,https://isotc211.geolexica.org/api/concepts#term_entry_identifier
terminology register,1697,https://isotc211.geolexica.org/api/concepts#terminology_register
address,1698,https://isotc211.geolexica.org/api/concepts#address
addressable object,1699,https://isotc211.geolexica.org/api/concepts#addressable_object
address alias,1701,https://isotc211.geolexica.org/api/concepts#address_alias
addressing,1702,https://isotc211.geolexica.org/api/concepts#addressing
locale,1703,https://isotc211.geolexica.org/api/concepts#locale2
free text,1762,https://isotc211.geolexica.org/api/concepts#free_text
geodetic datum,1918,https://isotc211.geolexica.org/api/concepts#geodetic_datum2
Place Identifier (PI) link,1920,https://isotc211.geolexica.org/api/concepts#Place_Id_link
Place Identifier (PI) linking mechanism,1921,https://isotc211.geolexica.org/api/concepts#Place_Id_link_mechanism
fused image,1923,https://isotc211.geolexica.org/api/concepts#fused_image
ungeoreferenced grid,1927,https://isotc211.geolexica.org/api/concepts#ungeoreferenced_grid
absolute accuracy,1928,https://isotc211.geolexica.org/api/concepts#absolute_accuracy
bare earth elevation,1930,https://isotc211.geolexica.org/api/concepts#bare_earth_elevation
boresight,1931,https://isotc211.geolexica.org/api/concepts#boresight
breakline,1932,https://isotc211.geolexica.org/api/concepts#breakline
check point,1933,https://isotc211.geolexica.org/api/concepts#check_point
checkpoint,1934,https://isotc211.geolexica.org/api/concepts#checkpoint
digital surface model,1935,https://isotc211.geolexica.org/api/concepts#digital_surface_model
digital terrain model,1936,https://isotc211.geolexica.org/api/concepts#digital_terrain_model
horizontal accuracy,1938,https://isotc211.geolexica.org/api/concepts#horizontal_accuracy
lever arm,1940,https://isotc211.geolexica.org/api/concepts#lever_arm
nadir,1942,https://isotc211.geolexica.org/api/concepts#nadir
relative accuracy,1944,https://isotc211.geolexica.org/api/concepts#relative_accuracy
strip adjustment,1945,https://isotc211.geolexica.org/api/concepts#strip_adjustment
vertical accuracy,1947,https://isotc211.geolexica.org/api/concepts#vertical_accuracy
entity,1948,https://isotc211.geolexica.org/api/concepts#entity
delivery (postal),1950,https://isotc211.geolexica.org/api/concepts#delivery_postal
mail recipient,1955,https://isotc211.geolexica.org/api/concepts#mail_recipient
mailer,1958,https://isotc211.geolexica.org/api/concepts#mailer
party (postal),1959,https://isotc211.geolexica.org/api/concepts#party_postal
abstract root (programming),2028,https://isotc211.geolexica.org/api/concepts#abstract_root_programming
arc (geometry),2029,https://isotc211.geolexica.org/api/concepts#arc_geometry
bicontinuous (mathematics),2032,https://isotc211.geolexica.org/api/concepts#bicontinuous_mathematics
coordinate,2038,https://isotc211.geolexica.org/api/concepts#coordinate2
coordinate dimension (coordinate geometry),2039,https://isotc211.geolexica.org/api/concepts#coord_dim_coord_geom
curvature vector (differential geometry),2041,https://isotc211.geolexica.org/api/concepts#curvature_vector_diff_geom
"cycle (geometry, topology)",2042,https://isotc211.geolexica.org/api/concepts#cycle_geometry_topology
"distance (geometry, metric spaces)",2046,https://isotc211.geolexica.org/api/concepts#distance_geom_metric_spaces
end node (topology),2049,https://isotc211.geolexica.org/api/concepts#end_node_topology
error budget (metric),2050,https://isotc211.geolexica.org/api/concepts#error_budget_metric
exponential map (differential geometry),2051,https://isotc211.geolexica.org/api/concepts#expon_map_diff_geom
"geodesic (differential geometry, geodesy)",2055,https://isotc211.geolexica.org/api/concepts#geodesic_diff_geom_geodesy
"geodesic line (differential geometry, geodesy)",2056,https://isotc211.geolexica.org/api/concepts#geodesic_line_geom_geodesy
geometric boundary,2060,https://isotc211.geolexica.org/api/concepts#geometric_boundary2
inner product (vector geometry),2065,https://isotc211.geolexica.org/api/concepts#inner_product_vector_geom
isomorphic (mathematics),2066,https://isotc211.geolexica.org/api/concepts#isomorphic_mathematics
maximum (mathematics),2070,https://isotc211.geolexica.org/api/concepts#maximum_mathematics
least upper bound (mathematics),2071,https://isotc211.geolexica.org/api/concepts#least_upper_bound_mathematics
minimum (mathematics),2072,https://isotc211.geolexica.org/api/concepts#minimum_mathematics
"n-simplex (geometry, topology)",2075,https://isotc211.geolexica.org/api/concepts#n_simplex_geometry_topology
"normal section curve (differential geometry, geodesy)",2078,https://isotc211.geolexica.org/api/concepts#normal_section_curve
Pythagorean metric (Euclidean geometry),2081,https://isotc211.geolexica.org/api/concepts#Pythagorean_metric
rhumb line,2083,https://isotc211.geolexica.org/api/concepts#rhumb_line
"loxodrome (geometry, navigation)",2084,https://isotc211.geolexica.org/api/concepts#loxodrome_geom_navig
"segment (topology, geometry)",2089,https://isotc211.geolexica.org/api/concepts#segment_topo_geom
"tangent (differential geometry, calculus)",2091,https://isotc211.geolexica.org/api/concepts#tangent_diff_geom_calc
"tangential curvature vector (differential geometry, geodesy)",2092,https://isotc211.geolexica.org/api/concepts#tangent_curvature_vector
"geodesic curvature vector (differential geometry, geodesy)",2093,https://isotc211.geolexica.org/api/concepts#geodesic_curvature_vector
tangent vector,2095,https://isotc211.geolexica.org/api/concepts#tangent_vector
"topological boundary (geometry, topology)",2096,https://isotc211.geolexica.org/api/concepts#topol_bound_geom_topol
looks,2100,https://isotc211.geolexica.org/api/concepts#looks
thematic data,2101,https://isotc211.geolexica.org/api/concepts#thematic_data
stop point,2102,https://isotc211.geolexica.org/api/concepts#stop_point
transfer,2103,https://isotc211.geolexica.org/api/concepts#transfer
transfer node,2104,https://isotc211.geolexica.org/api/concepts#transfer_node
transport means,2105,https://isotc211.geolexica.org/api/concepts#transport_means
transport mode,2106,https://isotc211.geolexica.org/api/concepts#transport_mode
trip pattern,2107,https://isotc211.geolexica.org/api/concepts#trip_pattern
flattening,2108,https://isotc211.geolexica.org/api/concepts#flattening2
binding,2110,https://isotc211.geolexica.org/api/concepts#binding
georeferenceable,2111,https://isotc211.geolexica.org/api/concepts#georeferenceable
addressee,2112,https://isotc211.geolexica.org/api/concepts#addressee
delivery address (postal),2113,https://isotc211.geolexica.org/api/concepts#delivery_address_postal
delivery point (postal),2114,https://isotc211.geolexica.org/api/concepts#delivery_point_postal
mailee,2116,https://isotc211.geolexica.org/api/concepts#mailee
postal address,2117,https://isotc211.geolexica.org/api/concepts#postal_address
postal address component (postal address),2118,https://isotc211.geolexica.org/api/concepts#postal_address_component
component (postal address),2119,https://isotc211.geolexica.org/api/concepts#component_postal_address
postal address construct (postal address),2120,https://isotc211.geolexica.org/api/concepts#postal_address_construct
construct (postal address),2121,https://isotc211.geolexica.org/api/concepts#construct_postal_address
postal address domain (postal address),2122,https://isotc211.geolexica.org/api/concepts#postal_address_domain
domain (postal address),2123,https://isotc211.geolexica.org/api/concepts#domain_postal_address
postal address element (postal address),2124,https://isotc211.geolexica.org/api/concepts#postal_address_element
element (postal address),2125,https://isotc211.geolexica.org/api/concepts#element_postal_address
postal address element code,2126,https://isotc211.geolexica.org/api/concepts#postal_address_element_code
postal address sub-element (postal address),2127,https://isotc211.geolexica.org/api/concepts#postal_address_sub_element
sub-element (postal address),2128,https://isotc211.geolexica.org/api/concepts#sub_element_postal_address
postal address rendering (postal address),2129,https://isotc211.geolexica.org/api/concepts#postal_address_rendering
address rendition (postal address),2130,https://isotc211.geolexica.org/api/concepts#address_rendition
postal address segment (postal address),2131,https://isotc211.geolexica.org/api/concepts#postal_address_segment
segment (postal address),2132,https://isotc211.geolexica.org/api/concepts#segment_postal_address
postal address template (postal),2133,https://isotc211.geolexica.org/api/concepts#postal_address_template
template (postal),2134,https://isotc211.geolexica.org/api/concepts#template_postal_address
postal address type,2135,https://isotc211.geolexica.org/api/concepts#postal_address_type
postal item,2136,https://isotc211.geolexica.org/api/concepts#postal_item
postal operator,2137,https://isotc211.geolexica.org/api/concepts#postal_operator
rendered postal address,2138,https://isotc211.geolexica.org/api/concepts#rendered_postal_address
rendered address,2139,https://isotc211.geolexica.org/api/concepts#rendered_address
rendering parameter,2140,https://isotc211.geolexica.org/api/concepts#rendering_parameter
rendition instruction,2141,https://isotc211.geolexica.org/api/concepts#rendition_instruction
U-code,2143,https://isotc211.geolexica.org/api/concepts#U_code
internal accuracy,2144,https://isotc211.geolexica.org/api/concepts#internal_accuracy
swath,2145,https://isotc211.geolexica.org/api/concepts#swath
buffer,2149,https://isotc211.geolexica.org/api/concepts#buffer2
closure,2150,https://isotc211.geolexica.org/api/concepts#closure2
"conformal, adj.",2151,https://isotc211.geolexica.org/api/concepts#conformal_adj
connected,2152,https://isotc211.geolexica.org/api/concepts#connected2
path connected,2153,https://isotc211.geolexica.org/api/concepts#path_connected
control point (coordinate geometry),2154,https://isotc211.geolexica.org/api/concepts#control_point_coord_geom
data point (coordinate geometry),2155,https://isotc211.geolexica.org/api/concepts#data_point_coord_geom
diameter (metric),2156,https://isotc211.geolexica.org/api/concepts#diameter_metric
empty set (mathematics),2158,https://isotc211.geolexica.org/api/concepts#empty_set_math
"first geodetic problem (differential geometry, geodesy)",2159,https://isotc211.geolexica.org/api/concepts#first_geodetic_problem
"direct geodetic problem (differential geometry, geodesy)",2160,https://isotc211.geolexica.org/api/concepts#direct_geodetic_problem
footprint,2161,https://isotc211.geolexica.org/api/concepts#footprint
"geodesic circle (differential geometry, geodesy)",2162,https://isotc211.geolexica.org/api/concepts#geodesic_circle
"geometric dimension (geometry, topology)",2163,https://isotc211.geolexica.org/api/concepts#geometric_dimension
geometric primitive (geometry),2164,https://isotc211.geolexica.org/api/concepts#geometric_primitive2
geometric set (geometry),2166,https://isotc211.geolexica.org/api/concepts#geometric_set2
homomorphism (mathematics),2168,https://isotc211.geolexica.org/api/concepts#homomorphism_mathematics
isometry (mathematics),2169,https://isotc211.geolexica.org/api/concepts#isometry_mathematics
monotonic (mathematics),2170,https://isotc211.geolexica.org/api/concepts#monotonic_mathematics
"n-disc (topology, geometry)",2171,https://isotc211.geolexica.org/api/concepts#n_disc
"n-sphere (geometry, topology)",2172,https://isotc211.geolexica.org/api/concepts#n_sphere
plane curve segment (geometry),2174,https://isotc211.geolexica.org/api/concepts#plane_curve_segment
"row-major form (mathematics, computer science)",2176,https://isotc211.geolexica.org/api/concepts#row_major_form
second geodetic problem (differential geometry),2177,https://isotc211.geolexica.org/api/concepts#second_geodetic_problem
inverse geodetic problem (differential geometry),2178,https://isotc211.geolexica.org/api/concepts#inverse_geodetic_problem
tangent space,2181,https://isotc211.geolexica.org/api/concepts#tangent_space
tangent plane,2182,https://isotc211.geolexica.org/api/concepts#tangent_plane
signature,2185,https://isotc211.geolexica.org/api/concepts#signature
antenna pattern,2187,https://isotc211.geolexica.org/api/concepts#antenna_pattern
cross-talk,2190,https://isotc211.geolexica.org/api/concepts#cross_talk
interferometric synthetic aperture radar,2193,https://isotc211.geolexica.org/api/concepts#interferometric_synth_apert_radar
polarimetric synthetic aperture radar,2196,https://isotc211.geolexica.org/api/concepts#polarimetric_synth_apert_radar
radar cross section,2200,https://isotc211.geolexica.org/api/concepts#radar_cross_section
scattering matrix,2201,https://isotc211.geolexica.org/api/concepts#scattering_matrix
access software,2203,https://isotc211.geolexica.org/api/concepts#access_software
archival information package,2206,https://isotc211.geolexica.org/api/concepts#archival_info_package
data dictionary,2208,https://isotc211.geolexica.org/api/concepts#data_dictionary
digital object,2213,https://isotc211.geolexica.org/api/concepts#digital_object
dissemination information package,2214,https://isotc211.geolexica.org/api/concepts#dissemination_info_package
federated archives,2215,https://isotc211.geolexica.org/api/concepts#federated_archives
long term preservation,2219,https://isotc211.geolexica.org/api/concepts#long_term_preservation
management (OAIS),2220,https://isotc211.geolexica.org/api/concepts#management_OAIS
package description,2222,https://isotc211.geolexica.org/api/concepts#package_description
preservation description information,2224,https://isotc211.geolexica.org/api/concepts#preservation_descrip_info
refreshment,2229,https://isotc211.geolexica.org/api/concepts#refreshment
repackaging,2230,https://isotc211.geolexica.org/api/concepts#repackaging
submission information package,2234,https://isotc211.geolexica.org/api/concepts#submission_info_package
greatest lower bound (mathematics),2236,https://isotc211.geolexica.org/api/concepts#greatest_lower_bound
bearing,2238,https://isotc211.geolexica.org/api/concepts#bearing2
convex (geometry),2239,https://isotc211.geolexica.org/api/concepts#convex_geometry
geometric reference surface (geometry),2241,https://isotc211.geolexica.org/api/concepts#geometric_reference_surface
"neighborhood (topology, metric spaces)",2242,https://isotc211.geolexica.org/api/concepts#neighborhood_topo_metric_spaces
"normal curvature vector (differential geometry, geodesy)",2243,https://isotc211.geolexica.org/api/concepts#normal_curvature_vector
"normal (differential geometry, geodesy)",2244,https://isotc211.geolexica.org/api/concepts#normal_diff_geom
"open set (metric, topology, geometry)",2245,https://isotc211.geolexica.org/api/concepts#open_set
partition of unity (mathematics),2246,https://isotc211.geolexica.org/api/concepts#partition_unity
plane curve (geometry),2247,https://isotc211.geolexica.org/api/concepts#plane_curve_geom
range,2248,https://isotc211.geolexica.org/api/concepts#range2
co-domain (mathematics),2249,https://isotc211.geolexica.org/api/concepts#co_domain
"simple (topology, geometry)",2250,https://isotc211.geolexica.org/api/concepts#simple_topo_geo
"spatial dimension, adj (topology, geometry)",2251,https://isotc211.geolexica.org/api/concepts#spatial_dimension_adj
"spatial dimension, noun (topology, geometry)",2252,https://isotc211.geolexica.org/api/concepts#spatial_dimension_noun
"start node (topology, graph theory)",2253,https://isotc211.geolexica.org/api/concepts#start_node2
"topological primitive (geometry, topology)",2254,https://isotc211.geolexica.org/api/concepts#topological_primitive_geom_topo
type coercion (programming),2255,https://isotc211.geolexica.org/api/concepts#type_coercion_programming
spectral width,2256,https://isotc211.geolexica.org/api/concepts#spectral_width
active sensing system,2258,https://isotc211.geolexica.org/api/concepts#active_sensing_system2
