term_id,URI,rdfs:label,rdf:Resource,rdf:type,dcterms:source,rdf-profile:engOrigin,rdf-profile:termID,skos:notation,skos:definition,skos:inScheme,skos:prefLabel,skos:altLabel,skos:note,rdf-profile:classification,rdf-profile:linked-data-api,rdf-profile:origin
401,https://osgeo.geolexica.org/concepts/401/,The Council of European Geodetic Surveyors,The_Council_of_European_Geodetic_Surveyors,skos:Concept,,,,,,,,,,,,
402,https://osgeo.geolexica.org/concepts/402/,The Open Source Geospatial Foundation,The_Open_Source_Geospatial_Foundation,skos:Concept,,,,,,,,,,,,
403,https://osgeo.geolexica.org/concepts/403/,tileindex,tileindex,skos:Concept,,,,,,,,,,,,
404,https://osgeo.geolexica.org/concepts/404/,Topologically Integrated Geographic Encoding and Reference,Topologically_Integrated_Geographic_Encoding_and_Reference,skos:Concept,,,,,,,,,,,,
405,https://osgeo.geolexica.org/concepts/405/,Triangulated Irregular Network,Triangulated_Irregular_Network,skos:Concept,,,,,,,,,,,,
406,https://osgeo.geolexica.org/concepts/406/,U.S. Geological Survey,U.S._Geological_Survey,skos:Concept,,,,,,,,,,,,
407,https://osgeo.geolexica.org/concepts/407/,UN Environment Programme,UN_Environment_Programme,skos:Concept,,,,,,,,,,,,
408,https://osgeo.geolexica.org/concepts/408/,Unified Modeling Language,Unified_Modeling_Language,skos:Concept,,,,,,,,,,,,
409,https://osgeo.geolexica.org/concepts/409/,Uniform Resource Locator,Uniform_Resource_Locator,skos:Concept,,,,,,,,,,,,
410,https://osgeo.geolexica.org/concepts/410/,United Nations Global Geospatial Information Management,UN_Global_Geospatial_Information_Management,skos:Concept,,,,,,,,,,,,
411,https://osgeo.geolexica.org/concepts/411/,United Nations Office for the Coordination of Humanitarian Affairs,UN_Office_for_the_Coordination_of_Humanitarian_Affairs,skos:Concept,,,,,,,,,,,,
412,https://osgeo.geolexica.org/concepts/412/,United States Geospatial Intelligence Foundation,US_Geospatial_Intelligence_Foundation,skos:Concept,,,,,,,,,,,,
413,https://osgeo.geolexica.org/concepts/413/,Univ DWG,Univ_DWG,skos:Concept,,,,,,,,,,,,
414,https://osgeo.geolexica.org/concepts/414/,"Universal Description, Discovery, and Integration","Universal_Description,_Discovery_and_Integration",skos:Concept,,,,,,,,,,,,
415,https://osgeo.geolexica.org/concepts/415/,Universally Unique Identifier,Universally_Unique_Identifier,skos:Concept,,,,,,,,,,,,
416,https://osgeo.geolexica.org/concepts/416/,University Corporation for Atmospheric Research,University_Corporation_for_Atmospheric_Research,skos:Concept,,,,,,,,,,,,
417,https://osgeo.geolexica.org/concepts/417/,Unmanned Aerial Vehicle,Unmanned_Aerial_Vehicle,skos:Concept,,,,,,,,,,,,
418,https://osgeo.geolexica.org/concepts/418/,Vector,Vector,skos:Concept,,,,,,,,,,,,
419,https://osgeo.geolexica.org/concepts/419/,Vector Layer,Vector_Layer,skos:Concept,,,,,,,,,,,,
420,https://osgeo.geolexica.org/concepts/420/,Vector Product Format,Vector_Product_Format,skos:Concept,,,,,,,,,,,,
421,https://osgeo.geolexica.org/concepts/421/,Virtual Reality,Virtual_Reality,skos:Concept,,,,,,,,,,,,
422,https://osgeo.geolexica.org/concepts/422/,Volunteered Geographic Information,Volunteered_Geographic_Information,skos:Concept,,,,,,,,,,,,
423,https://osgeo.geolexica.org/concepts/423/,"Wales Institute of Social & Economic Research, Data & Methods",Wales_Institute_of_Social_Economic_Research_Data_Methods,skos:Concept,,,,,,,,,,,,
424,https://osgeo.geolexica.org/concepts/424/,Water Observation Information System,Water_Observation_Information_System,skos:Concept,,,,,,,,,,,,
425,https://osgeo.geolexica.org/concepts/425/,WaterML 2.0,WaterML_2_0,skos:Concept,,,,,,,,,,,,
426,https://osgeo.geolexica.org/concepts/426/,Web Coverage Service,Web_Coverage_Service,skos:Concept,,,,,,,,,,,,
427,https://osgeo.geolexica.org/concepts/427/,Web Mapping Testbed,Web_Mapping_Testbed,skos:Concept,,,,,,,,,,,,
428,https://osgeo.geolexica.org/concepts/428/,Web Processing Service,Web_Processing_Service,skos:Concept,,,,,,,,,,,,
429,https://osgeo.geolexica.org/concepts/429/,Web Services,Web_Services,skos:Concept,,,,,,,,,,,,
430,https://osgeo.geolexica.org/concepts/430/,Web Services Definition Language,Web_Services_Definition_Language,skos:Concept,,,,,,,,,,,,
431,https://osgeo.geolexica.org/concepts/431/,Web-based Distributed Authoring and Versioning,Webbased_Distributed_Authoring_and_Versioning,skos:Concept,,,,,,,,,,,,
432,https://osgeo.geolexica.org/concepts/432/,Web3D Consortium,Web3D_Consortium,skos:Concept,,,,,,,,,,,,
433,https://osgeo.geolexica.org/concepts/433/,Well-Known Binary,WellKnown_Binary,skos:Concept,,,,,,,,,,,,
434,https://osgeo.geolexica.org/concepts/434/,Well-Known Text,WellKnown_Text,skos:Concept,,,,,,,,,,,,
435,https://osgeo.geolexica.org/concepts/435/,Workflow Management Coalition,Workflow_Management_Coalition,skos:Concept,,,,,,,,,,,,
436,https://osgeo.geolexica.org/concepts/436/,Working Group,Working_Group,skos:Concept,,,,,,,,,,,,
437,https://osgeo.geolexica.org/concepts/437/,workspace,workspace,skos:Concept,,,,,,,,,,,,
438,https://osgeo.geolexica.org/concepts/438/,World Food Programme,World_Food_Programme,skos:Concept,,,,,,,,,,,,
439,https://osgeo.geolexica.org/concepts/439/,World Geodetic System,World_Geodetic_System,skos:Concept,,,,,,,,,,,,
440,https://osgeo.geolexica.org/concepts/440/,World Meteorological Organization,World_Meteorological_Organization,skos:Concept,,,,,,,,,,,,
441,https://osgeo.geolexica.org/concepts/441/,World Wide Web Consortium,World_Wide_Web_Consortium,skos:Concept,,,,,,,,,,,,
442,https://osgeo.geolexica.org/concepts/442/,XML for Imagery and Map Annotations,XML_for_Imagery_and_Map_Annotations,skos:Concept,,,,,,,,,,,,
443,https://osgeo.geolexica.org/concepts/443/,XML Schema Definition,XML_Schema_Definition,skos:Concept,,,,,,,,,,,,
444,https://osgeo.geolexica.org/concepts/444/,Z39.50 protocol,Z39_50_protocol,skos:Concept,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,rdf-profile:English,</api/concepts/444.ttl>,444,"""client-server protocol for searching and retrieving information from remote computer databases""@en",rdf-profile:GeolexicaConceptScheme,"""Z39.50 protocol""@en","""Z39.50""@en","""Z39.50 is defined in ANSI/NISO Z39.50 and ISO 23950. The standard is maintained by the US Library of Congress.""","""preferred""",dcterms:MediaTypeOrExtent,OSGeo Glossary
