id,label,note
1575,utility network,"Note 1 to entry: A utility network may be attributed with information about its legal, recorded or informal space."
1575,utility network,Note 2 to entry: A utility network can also be modelled as a basic administrative unit.
1576,supersession (register),Note to entry: The status of the replaced item changes from “valid” to “superseded”.
1577,quality assessment procedure,Note to entry: The assessment procedure is a second-party (customer) conformity assessment activity.
1579,quality assurance level,"Note to entry: Three quality assurance levels can be achieved as part of the quality assurance framework: basic, operational and full."
1583,data property (OWL),Note to entry: Data properties were sometimes referred to as ‘concrete properties’ in Description Logic.
1584,datatype (OWL),"Note to entry: Datatypes are distinct from classes of individuals, the latter are denoted by URIs and may be used by reference."
1585,individual,Note to entry: It refers to a resource belonging to the extension of the class.
1588,namespace (general),Note to entry: The names can be subject to local constraints enforced by the namespace.
1589,namespace (RDF),"Note to entry: The RDF namespace is concatenated with the localName to create the complete URI identifier for an RDF resource. Every RDF resource is identified by a URI. In contrast, an XML namespace URI scopes a local XML component name, but there is no rule for combining these into a single identifier string."
1590,object property (OWL),Note to entry: Object properties have sometimes been referred to as ‘abstract properties’ in Description Logic.
1603,accuracy of measurement,"Note 1 to entry: The concept ""measurement accuracy"" is not a quantity and is not given a numerical quantity value. A measurement is said to be more accurate when it offers a smaller measurement error."
1603,accuracy of measurement,"Note 2 to entry: The term ""measurement accuracy"" should not be used for measurement trueness and the term measurement precision should not be used for ""measurement accuracy"", which, however, is related to both these concepts."
1603,accuracy of measurement,"Note 3 to entry: ""Measurement accuracy"" is sometimes understood as closeness of agreement between measured quantity values that are being attributed to the measurand."
1605,calibration validation,Note to entry: With respect to the general definition of validation the “calibration validation” does only refer to a small set of parameters (attribute values) such as the result of a sensor calibration.
1607,measurement accuracy,"Note 1 to entry: The concept ""measurement accuracy"" is not a quantity and is not given a numerical quantity value. A measurement is said to be more accurate when it offers a smaller measurement error."
1607,measurement accuracy,"Note 2 to entry: The term ""measurement accuracy"" should not be used for measurement trueness and the term measurement precision should not be used for ""measurement accuracy"", which, however, is related to both these concepts."
1607,measurement accuracy,"Note 3 to entry: ""Measurement accuracy"" is sometimes understood as closeness of agreement between measured quantity values that are being attributed to the measurand."
1608,spectral responsivity,Note 1 to entry: The spectral responsivity is the response of the sensor with respect to the wavelengths dependent radiance.
1608,spectral responsivity,"Note 2 to entry: The definition is described mathematically in IEC 60050-845. The spectral responsivity is quotient of the detector output dY(λ) by the monochromatic detector input dXe(λ) = Xe, λ(λ) • dλ in the wavelength interval dλ as a function of the wavelength λ s(λ) = dY(λ) / dXc(λ)"
1609,stray light,Note 1 to entry: Stray light may be reflected light within a telescope.
1609,stray light,Note 2 to entry: This definition is valid for the optical portion of the spectrum under observation.
1610,smile distortion,Note to entry: This distortion is often simply called smile.
1613,generalization (UML),Note to entry: An instance of the more specific element can be used where the more general element is allowed. See: inheritance.
1614,inheritance,Note to entry: See generalization.
1615,instance (UML),Note to entry: A classifier specifies the form and behaviour of a set of instances with similar properties.
1618,access point,Note to entry: An access point may not be a stop point. An access point may for example be the entrance to a railway station or the connection between a parking area and a railway station.
1619,transfer link,Note to entry: A transfer link enables travellers to move between the different transfer nodes and stop points within a transfer node.
1621,transport network,"Note to entry: A transport network is associated to a specific transport mode and specific types of transport means. The road network, consisting of streets in a city may for example support several transport networks such as transport networks for pedestrians, bicycles and use private cars. The network served by a bus service is also a transport network."
1629,address position,"Note to entry: An address may be represented by more than one position, e.g. different entrances to a building."
1638,context-awareness,"Note to entry: In the example, the getContext operation would extract geographically explicit context information FD_Feature from varied information sources, such as photos, videos, etc."
1641,ubiquitous public access,"Note to entry: In the example, the Linked GeoData Service is responsible for openly inter-connecting geographic information to external repositories or web resources using a transform to either Resource Description Framework (RDF) or Web Ontology Language (OWL) format."
1644,literal,Note to entry: This contrasts with a value that is determined by resolving a chain of substitution (e.g. a variable).
1653,linked geodata,Note to entry: These publicly available geographic data and information sources are published in a standardized formal model.
1658,bearing,Note to entry: The direction is usually specified to be north. In some communities the term bearing refers specifically to grid north and directions relative to true north are then termed ‘azimuth’; in other communities a bearing refers specifically to true north. In this International Standard bearing is used for any specified reference direction. The angle may be reckoned positive clockwise or positive counter-clockwise depending upon the application.
1659,Cartesian coordinate system,Note to entry: n is 2 or 3 for the purposes of this International Standard.
1675,geographic coordinates,Note to entry: Geographic coordinates are related to a coordinate reference system or compound coordinate reference system. Depth equals negative height
1676,lidar,"Note to entry: Time of flight (TOF) LIDARs use short laser pulses and precisely record the time each laser pulse was emitted and the time each reflected return(s) is received in order to calculate the distance(s) to the scatterer(s) encountered by the emitted pulse. For topographic LIDAR, these time-of-flight measurements are then combined with precise platform location/attitude data along with pointing data to produce a three-dimensional product of the illuminated scene of interest."
1683,real world effect,Note to entry: See 8.3 for a discussion of service.
1685,precision,"Note 1 to entry: Measurement precision is usually expressed numerically by measures of imprecision, such as standard deviation, variance, or coefficient of variation under the specified conditions of measurement."
1685,precision,"Note 2 to entry: The ""specified conditions"" can be, for example, repeatability conditions of measurement, intermediate precision conditions of measurement, or reproducibility conditions of measurement (see ISO 5725-3)."
1685,precision,"Note 3 to entry: Measurement precision is used to define measurement repeatability, intermediate measurement precision, and measurement reproducibility."
1685,precision,"Note 4 to entry: Sometimes ""measurement precision"" is erroneously used to mean measurement accuracy."
1687,domain (general vocabulary),"Note to entry: Within a database or other terminology collection, a set of domains will generally be defined. More than one domain can be associated with a given concept."
1690,non-verbal representation,"Note to entry: A non-verbal representation can be a chemical or mathematical formula, a pictographic representation or a figure, table or other kind of visual or non-visual representation revealing characteristics of the concept concerned."
1692,reference language,"Note to entry: See submitted language (ISO 19104:2016, 4.29)."
1694,submitted language,Note to entry: Terminological entries presented in a submitted language are translated from equivalent terminological entries in the reference language.
1697,terminology register,Note to entry: A terminology register may be structured according to language and/or domain.
1698,address,"Note 1 to entry: The object is identifiable in the real world, i.e. electronic and virtual addresses are excluded."
1698,address,"Note 2 to entry: “Identification” refers to the fact that the structured information in the address unambiguously determines the object, i.e. it helps the human to identify the object. In other words, “identification” here does not refer to unique identifiers in a database or dataset."
1698,address,"Note 3 to entry: There can be many addresses for an object, but at any moment (or lifecycle stage), an address unambiguously determines a single object (see ISO 19160-1:2015, Annex D for examples)."
1698,address,"Note 4 to entry: Two addresses from two different address classes (i.e. they have different sets of components) for the same addressable object are two different addresses (refer to ISO 19160-1:2015, Annex E for more examples)."
1698,address,"Note 5 to entry: Two addresses for the same addressable object and from the same address class, but in two different languages are two different addresses (refer to ISO 19160-1:2015, Annex E for more examples)."
1698,address,"Note 6 to entry: In addition to the addressable object, there may be a multitude of people, organizations, addressees or other objects associated with an address. These are external to the address model (refer to ISO 19160-1:2015, Annex C and Annex F for examples)."
1703,locale,"Note to entry: In computing, a locale is a set of parameters that defines the user’s language, country and any special variant preferences that the user wants to see in their user interface. Usually, a locale identifier consists of at least a language identifier and a region identifier."
1920,Place Identifier (PI) link,"Note 1 to entry: While the identifiers of these features or objects can sometimes identify a place, within the scope of this document, the identifiers of features or objects existing in other encoding domains are referred to conceptually as ""other identifiers""."
1920,Place Identifier (PI) link,"Note 2 to entry: These ""other identifiers"" can exist outside of the PI architecture."
1928,absolute accuracy,Note 1 to entry: Absolute accuracy is stated with respect to a defined datum or reference system.
1928,absolute accuracy,Note 2 to entry: Absolute accuracy is also termed “external accuracy”.
1931,boresight,"Note to entry: The position of the lidar sensor system (x, y, z) is determined with respect to the GNSS antenna. The orientation (roll, pitch, heading) of the lidar sensor system is determined with respect to straight and level flight."
1932,breakline,"Note 1 to entry: A soft breakline ensures that known z-values along a linear feature are maintained (for example, elevations along a pipeline, road centreline or drainage ditch), and ensures that linear features and polygon edges are maintained in a Triangulated Irregular Network (TIN) surface model, by enforcing the breaklines as TIN edges. They are generally synonymous with 3-D breaklines because they are depicted with series of x/y/z coordinates. Somewhat rounded ridges or the trough of a drain may be collected using soft breaklines."
1932,breakline,"Note 2 to entry: A hard breakline defines interruptions in surface smoothness, for example, to define streams, shorelines, dams, ridges, building footprints, and other locations with abrupt surface changes."
1935,digital surface model,"Note to entry: DSMs are especially relevant for telecommunications management, air safety, forest management, and 3-D modelling and simulation."
1936,digital terrain model,"Note to entry: DTMs are comprised of mass points and breaklines that are irregularly spaced to better characterize the true shape of the bare-earth terrain. The net result of DTMs is that the distinctive terrain features are more clearly defined and precisely located, and contours generated from DTMs more closely approximate the real shape of the terrain."
1940,lever arm,"Note to entry: For example, with aerial mapping cameras, there are lever arms between the inertial centre of the Inertial Measurement Unit (IMU) and the phase centre of the Global Navigation Satellite System (GNSS) antenna, each with respect to the camera perspective centre within the lens of the camera."
1944,relative accuracy,"Note to entry: Relative accuracy may also be referred to as point-to-point accuracy. The general measure of relative accuracy is an evaluation of the random errors (systematic errors and blunders removed) in determining the positional orientation (for example, distance and azimuth) of one point or feature with respect to another. In lidar, this also may specifically mean the accuracy between adjacent swaths within a lift, adjacent lifts within a project, or between adjacent projects."
1950,delivery (postal),Note to entry: Delivery does not always imply receipt by the addressee or mailee.
1955,mail recipient,"Note to entry: The mail recipient is normally the addressee, the mailee or an authorized representative of one of these two. However, this might not always be the case, e.g. if the postal item is left for collection in a location to which third parties have access; if the addressee/mailee have moved without leaving forwarding instructions or if the addressee or mailee specification was ambiguous and was, as a result, misinterpreted by the postal operator"
2028,abstract root (programming),"Note to entry: The class Any in some programming languages is the abstract root of all classes. Thus, it is the de facto union of all classes. In this document, Geometry is the (named and explicit) abstract root for all geometry objects. In the package Geometry and any of its subpackages (including those in its Requirements Classes), any interface will be a subtype of Geometry either directly or transitively."
2038,coordinate,"Note to entry: In a spatial coordinate reference system, the coordinate numbers are qualified by units."
2039,coordinate dimension (coordinate geometry),"Note to entry: The coordinate dimension represents the number of choices made, and constraints can restrict choices. A barycentric coordinate which has (n+1)-offsets, but the underlying space is dimension n. Homogeneous coordinates (wx, wy, wz, w) are actually 3 dimensional because the choice of ""w"" does not affect the position, i.e. (wx, wy, wz, w) = (x y, z, 1) → (x, y, z) which is not affected by w. The dimension will be at most the count of the numbers in the coordinate, but it can be less if the coordinates are constrained in some manner.asie"
2041,curvature vector (differential geometry),"Note to entry: If c(s) = (x(s), y(s), z(s)) is a curve in a 3D Cartesian space (bbb""E""^3), and is the arc length along c(s), then the unit tangent vector is dot c(s) = (dot x(s), dot y(s), dot z(s)), i.e. the derivative of the coordinate values of c with respect to s. The curvature vector is ddot c(s) = (ddot x(s), ddot y(s), ddot z(s)). The curvature vector can be approximated by the inverse of the radius of a circle through any 3 nearby points on the curve (pointed from the curve to towards the centre of the circle) "
2042,"cycle (geometry, topology)","Note to entry: Cycles are used to describe boundary components. A cycle usually has no boundary because it closes on itself, but it is bounded (i.e., it does not have infinite extent). A circle or a sphere, for example, has no boundary (i.e., its boundary is empty), but is bounded."
2046,"distance (geometry, metric spaces)","Note to entry: The usual distance function for two points in a coordinate space assumes an underlying plane and is a Euclidean distance. If the underlying Reference Surface is not a plane, then distance is defined by this minimum length of all curves between the two points. These surfaces are prime examples of non-Euclidean geometry, where the parallel postulate in Euclid's Elements does not hold. In mathematical terms, distance is the ""greatest lower bound"" of the length of the curves. The word minimum is sometimes used, but there should be no expectation that an instance of that minimum actually occurs, only that any larger number will have a length in the set that is smaller."
2050,error budget (metric),"Note to entry: In the most usual case, error budgets in this document describe metric calculations using representational geometry objects to estimate real-world metrics, such as distance and area."
2051,exponential map (differential geometry),Note to entry: See first geodetic problem for an explanation of the process of calculating this mapping.
2055,"geodesic (differential geometry, geodesy)","Note to entry: A geodesic's curvature vector is perpendicular the surface thus has the minimum curvature of any curve restricted to the surface. This is often defined as a minimal distance curve between two points, but this does not always suffice, since some points (especially on ellipsoids and spheres) are often joined by more than one geodesic. For example, on an ellipsoid the points with (φ, λ) = (0, 0) and (0, 180) are joined by four separate geodesic [2 polar (the shorter) and 2 equatorial]. The exponential map is only guaranteed to be one-to-one for a small area (depending on where the centre is and how the surface is curved). "
2056,"geodesic line (differential geometry, geodesy)","Note to entry: A geodesic's curvature vector is perpendicular the surface thus has the minimum curvature of any curve restricted to the surface. This is often defined as a minimal distance curve between two points, but this does not always suffice, since some points (especially on ellipsoids and spheres) are often joined by more than one geodesic. For example, on an ellipsoid the points with (φ, λ) = (0, 0) and (0, 180) are joined by four separate geodesic [2 polar (the shorter) and 2 equatorial]. The exponential map is only guaranteed to be one-to-one for a small area (depending on where the centre is and how the surface is curved)."
2065,inner product (vector geometry),"Note to entry: Inner products in differential geometry are used on the differentials that make up the local tangent spaces. In this document, this will usually be vectors tangent to a datum surface embedded a geocentric <<math>> Euclidean/Cartesian space."
2070,maximum (mathematics),"([\forall a \in A \implies max(A) \geq a] \implies [\forall b \ni [(b \ni [\forall a \in A \implies b \geq a] \implies [max(a) \leq b]] )Any number is an upper bound of O/ (empty set) as a set of numbers, because any given number is greater than any number in O/ (an admitted vacuous statement since there is no number in , but true nonetheless). This means that the max(O/) must be smaller than any number; thus -oo."
2071,least upper bound (mathematics),"[\forall a \in A \implies max(A) \geq a] \implies [\forall b \ni [(b \ni [\forall a \in A \implies b \geq a] \implies [max(a) \leq b]] Any number is an upper bound of O/ (empty set) as a set of numbers, because any given number is greater than any number in O/ (an admitted vacuous statement since there is no number in O/, but true nonetheless). This means that the max(O/) must be smaller than any number; thus -oo."
2072,minimum (mathematics),"[\forall a \in A \implies min(A) \leq a] \implies [\forall b \ni [(b \ni [\forall a \in A \implies b \leq a] \implies [min(A) \geq b]] Any number is a lower bound of O/ considered as a set of numbers, because any given number is less than any number in O/ (an admitted vacuous statement since there is no number in O/, but true nonetheless). This means that the min(O/) must be greater than any number; this +oo."
2075,"n-simplex (geometry, topology)","Note to entry: An n-simplex is n-dimensional, and is topological isomorphic to an n-disc. A 0-simplex is a point. A 1-simplex is a curve (usually a line) with two 0-simplexes (points) on its boundary; a 2-simplex is a triangular surface with three 1-simplices on its boundary. In general, an n-simplex boundary will have n (n−1)-simplexes. An n-simplex and an n-disc are topologically isomorphic. The boundary of an n-simplex is isomorphic to an (n−1)-sphere. In all cases, the number prefix represents the topological dimension of the object."
2078,"normal section curve (differential geometry, geodesy)","Note to entry: The usual construction begins by choosing one of the end points, the normal to the surface at that end point, and the location of the other end point and creating a plane in 𝔼3, which is then intersected with the datum. This curve is a normal section curve between these two points, containing the normal to the surface at the first point. On the sphere, this is the geodesic, and the two normal section curves are equal. On an ellipsoidal datum, the same is true for two points on the equator, or two points on the same meridian plane, but false in general. The reason is that in these cases the plane through the two points and the centre of the ellipsoid are planes of symmetry for the ellipsoid dividing the ellipsoid into symmetric ""mirror"" image halves. In general, the geodesic between the two points lies between the two normal section curves."
2081,Pythagorean metric (Euclidean geometry),"P = (p_i), Q = (q_i), ""distance""(P,Q) = sqrt( sum_{i=1}^n (p_i - q_i)^2) The proofs of the Pythagorean metrics all depend on the local ""flatness"" of the space. Cartesian coordinate space which have Pythagorean metrics are called Euclidean spaces (bbb""E""^n). In the realm of coordinate reference systems, only ""Engineering Coordinate Systems"" are Euclidean. Any CRS using a curved Datum are by definition non-Euclidean, and cannot ""truthfully"" use Pythagorean metrics except for approximation. These approximations are valid for topological statements, but not for real world measures without adjustments. "
2091,"tangent (differential geometry, calculus)","Note to entry: The tangent is usually calculated by differentiation of a functional representation of a curve but it may be approximated by a secant (double intersection) line from the point passing through another nearby point on the curve. The closer the second point is to the first, the better the approximation of the tangent's direction."
2095,tangent vector,"Note to entry: If c(s) = (x(s), y(s), z(s)) is a curve in a 3D Cartesian space (bbb""E""^3), and is arc length along c, then the tangent is vec tau(s) = dot c(s) = (dot x(s), dot y(s), dot z(s)), i.e. the derivative of the coordinate values of c with respect to s. The curvature vector is kappa(s) = ddot c(s) = (ddot x(s), ddot y(s, ddot z(s)). "
2096,"topological boundary (geometry, topology)",Note to entry: The boundary of a topological complex is the boundary of the geometric realization of the topological complex.
2100,looks,Note to entry: The resulting image formed by incoherent summing of these looks is characterized by reduced speckle and degraded spatial resolution.
2101,thematic data,Note to entry: Most gridded thematic data are derived from imagery (4.12) data using geophysical/atmospheric inversion algorithms. Gridded thematic data may also be obtained from other sources such as digitization of topographic map sheets.
2104,transfer node,"Note 1 to entry: A transfer node may contain other transfer nodes and may be related to one or more transport modes and transport networks. It may also contain stop points and facilities for the users of the transfer node. A transfer node may host services that are provided to the users of the transfer node, e.g. information services, ticket sales, etc."
2104,transfer node,"Note 2 to entry: A transfer node may be a part of a hierarchy of transfer nodes. Thus, a transfer node may be related to many transport modes and transport networks. However, only transfer nodes that are related to just one transport network will have stop points."
2104,transfer node,"Note 3 to entry: The stop points related to different transfer nodes, which may serve different transport modes and networks, may, in real life, have the same physical locations. A tram and a bus may for example share the same platform, but conceptually they may belong to different transfer nodes."
2106,transport mode,"Note to entry: In this International Standard, the term ”transport mode” is frequently shortened to “mode” for convenience. Transport mode is usually covering groups of vehicles, e.g. transport means used for road transport, rail transport, sea transport, air transport and cable transport. A mode for inland water-borne transport is also added."
2107,trip pattern,Note to entry: Defines a path to be followed by a transport service; also called route.
2112,addressee,"Note 1 to entry: The addressee may be explicitly defined as part of the postal address, or may be implicit. For example, in certain countries, omission of addressee information is taken as implying that delivery is to be to an individual or legal entity having legal access to the delivery point."
2112,addressee,"Note 2 to entry: Mr. or Mrs. Smith specifies that the addressee is either of two individuals, while Mr. Jones and Mrs. Smith denote that the addressee is a group of two individuals. See also role descriptor."
2112,addressee,"Note 3 to entry: The use made by the postal operator of addressee and mailee data might be dependent on the postal service applicable to the postal item. For some services, such as registered mail, the postal operator’s responsibility might include ensuring that the addressee or a duly authorized representative acknowledges receipt of the postal item. In other cases, addressee data could be purely informative or used by the postal operator only for consistency checking and/or for the activation of forwarding services. In other cases, it might be used for sorting or sequencing purposes prior to delivery, e.g. in the case of business mail being pre-sequenced by department or individual company official."
2112,addressee,"Note 4 to entry: In some countries, the addressee may be an abstraction such as “postal customer”."
2113,delivery address (postal),"Note 1 to entry: In the normal case, the delivery address is the same as the postal address specified by the mailer."
2113,delivery address (postal),"Note 2 to entry: The delivery address may in certain circumstances, e.g. unaddressed mail, not actually be represented on the postal item. In this case, the delivery address is determined by the postal operator in accordance with an agreement between the operator and the mailer."
2113,delivery address (postal),"Note 3 to entry: The postal item might not actually be delivered to the requested delivery address. For example, in the case of forwarding, delivery takes place at the forwarding address."
2116,mailee,"Note 1 to entry: Unlike the addressee, the mailee is always specified explicitly in a postal address, i.e. if a postal address does not contain a mailee, then there is no mailee."
2116,mailee,"Note 2 to entry: Notwithstanding Note 1 to entry, the mailee may be designated explicitly by use of a role descriptor or designated implicitly with no role descriptor."
2116,mailee,"Note 3 to entry: As is the case for addressee, a mailee specified in a postal address might be ambiguous."
2118,postal address component (postal address),"Note 1 to entry: The components of postal addresses are defined in 6.2, 6.3 and 6.4."
2118,postal address component (postal address),"Note 2 to entry: A postal address component may be, but is not limited to, an element, a construct or a segment."
2118,postal address component (postal address),"Note 3 to entry: For convenience, the preferred term “postal address component” has been shortened to the admitted term “component” throughout this document."
2119,component (postal address),Note 1 to entry: The constructs are specified in 6.2.
2119,component (postal address),"Note 2 to entry: For convenience, the preferred term “postal address construct” has been shortened to the admitted term “construct” throughout this document."
2120,postal address construct (postal address),Note 1 to entry: The constructs are specified in 6.2.
2120,postal address construct (postal address),"Note 2 to entry: For convenience, the preferred term “postal address construct” has been shortened to the admitted term “construct” throughout this document."
2121,construct (postal address),Note 1 to entry: The constructs are specified in 6.2.
2121,construct (postal address),"Note 2 to entry: For convenience, the preferred term “postal address construct” has been shortened to the admitted term “construct” throughout this document."
2122,postal address domain (postal address),"Note to entry: For convenience, the preferred term “postal address domain” has been shortened to the admitted term “domain” throughout this document."
2123,domain (postal address),"Note to entry: For convenience, the preferred term “postal address domain” has been shortened to the admitted term “domain” throughout this document."
2124,postal address element (postal address),Note 1 to entry: The elements are specified in 6.4.
2124,postal address element (postal address),"Note 2 to entry: For convenience, the preferred term “postal address element” has been shortened to the admitted term “element” throughout this document."
2125,element (postal address),Note 1 to entry: The elements are specified in 6.4.
2125,element (postal address),"Note 2 to entry: For convenience, the preferred term “postal address element” has been shortened to the admitted term “element” throughout this document."
2126,postal address element code,Note to entry: The postal address element code conforms to conventions specified in 7.2 and is relatively language independent when compared with the element and sub-element names.
2127,postal address sub-element (postal address),"Note 1 to entry: Postal address sub-elements are used to facilitate postal address rendering, database storage and related technical needs and should not be considered as specific cases of postal address components."
2127,postal address sub-element (postal address),Note 2 to entry: Postal address sub-elements are further described in 6.5.
2127,postal address sub-element (postal address),"Note 3 to entry: For convenience, the preferred term “postal address sub-element” has been shortened to the admitted term “sub-element” throughout this document."
2128,sub-element (postal address),"Note 1 to entry: Postal address sub-elements are used to facilitate postal address rendering, database storage and related technical needs and should not be considered as specific cases of postal address components."
2128,sub-element (postal address),Note 2 to entry: Postal address sub-elements are further described in 6.5.
2128,sub-element (postal address),"Note 3 to entry: For convenience, the preferred term “postal address sub-element” has been shortened to the admitted term “sub-element” throughout this document."
2131,postal address segment (postal address),Note 1 to entry: Postal address segments are specified in 6.2.
2131,postal address segment (postal address),"Note 2 to entry: For convenience, the preferred term “postal address segment” has been shortened to the admitted term “segment” throughout this document."
2132,segment (postal address),Note 1 to entry: Postal address segments are specified in 6.2.
2132,segment (postal address),"Note 2 to entry: For convenience, the preferred term “postal address segment” has been shortened to the admitted term “segment” throughout this document."
2133,postal address template (postal),Note 1 to entry: Postal address template may need to include rendition instructions.
2133,postal address template (postal),Note 2 to entry: A template specifies also constraints for syntactical correctness of postal addresses by indicating which elements are mandatory and which are optional.
2133,postal address template (postal),Note 3 to entry: Software that interprets the rendering rules provided in template is needed to produce rendered addresses.
2133,postal address template (postal),Note 4 to entry: Postal address templates are further described in Clause 8.
2133,postal address template (postal),"Note 5 to entry: For convenience, the preferred term “postal address template” has been shortened to the admitted term “template” throughout this document."
2134,template (postal),Note 1 to entry: Postal address template may need to include rendition instructions.
2134,template (postal),Note 2 to entry: A template specifies also constraints for syntactical correctness of postal addresses by indicating which elements are mandatory and which are optional.
2134,template (postal),Note 3 to entry: Software that interprets the rendering rules provided in template is needed to produce rendered addresses.
2134,template (postal),Note 4 to entry: Postal address templates are further described in Clause 8.
2134,template (postal),"Note 5 to entry: For convenience, the preferred term “postal address template” has been shortened to the admitted term “template” throughout this document."
2135,postal address type,Note to entry: Postal address types may differ from country to country and from region to region within a country.
2137,postal operator,Note to entry: Postal administration is a special case of postal operator.
2138,rendered postal address,"Note to entry: For convenience, the preferred term “rendered postal address” has been shortened to the admitted term “rendered address” throughout this document."
2139,rendered address,"Note to entry: For convenience, the preferred term “rendered postal address” has been shortened to the admitted term “rendered address” throughout this document."
2140,rendering parameter,"Note 1 to entry: This includes guiding of rendering of postal addresses on an external medium, such as labels, data files or screens"
2140,rendering parameter,Note 2 to entry: Rendering parameters are specified in 8.2.
2140,rendering parameter,"Note 3 to entry: Rendering parameters do not appear in the rendered postal address, but guide or define the rendition process."
2141,rendition instruction,Note 2 to entry: Rendering parameters are specified in 8.2.
2141,rendition instruction,Note to entry: Postal address rendition instructions are further described in 8.3.s
2143,U-code,Note to entry: The postal address element code conforms to conventions specified in 7.2 and is relatively language independent when compared with the element and sub-element names.
2144,internal accuracy,"Note to entry: Relative accuracy may also be referred to as point-to-point accuracy. The general measure of relative accuracy is an evaluation of the random errors (systematic errors and blunders removed) in determining the positional orientation (for example, distance and azimuth) of one point or feature with respect to another. In lidar, this also may specifically mean the accuracy between adjacent swaths within a lift, adjacent lifts within a project, or between adjacent projects. "
2151,"conformal, adj.","Note to entry: Some projections are conformal. For example, a Mercator preserves the angle between curves, so that if two curves in a Mercator projected plane cross at a 90°, then the preimage curves on the ellipsoid also cross at 90°, such as lines of constant latitude and lines of constant longitude."
2152,connected,"Note to entry: The formal definition of connected is that any pair of locally open sets whose union is the entire space must have a non-empty intersection. \text{a topological space T is connected if and only if } [\forall X,Y \subset T \backepsilon X \cup Y = T] \implies [X \cap Y \ne \emptyset] This formal definition is difficult to use. The term path connected, defined below is equivalent for the purposed of this document. The use or ""finite precision"" coordinates makes sets which are connected but not path connected impossible to represent. In all cases ""connected"" is used, but ""path connected"" is easier to test and to visualize."
2153,path connected,"Note to entry: There are more general geometries that are connected but not path connected, but they are not representable as collections of ""digital"" geometries defined in this document. No geometric objects constructible by the methods in this document on a standard digital computer can be connected but not path connected. See the notes at the term ""connected"""
2154,control point (coordinate geometry),Note to entry: A centre of an arc is a control point; poles in b-spline curves are control points.
2155,data point (coordinate geometry),"Note to entry: The vertices in a line string are data points, the points used to construct a polynomial spline are data points. Data points can be used as control points, but are often derived after the geometry is constructed."
2158,empty set (mathematics),"Note to entry: Sets are equal if they contain exactly the same elements. Since any two empty sets would share exactly the same contained elements (by definition none), they are, by definition, equal. The empty set (∅) can be considered a geometric entity, because all the elements it contains are points. This is a vacuous statement since the set ∅ contains no elements, and therefore the ""for all"" statement has nothing to test and is thus true in each of its non-existent cases. There are a lot of true but vacuous statements in proofs about ∅. This confuses some programmers since many systems use type safe sets, in which the class of the entities determines a class for the container set. The math does not care about ""class"" and only sees sets; so that an empty set of aardvarks and an empty set of zebras in mathematics are (is?) the same set. The other confusion is that ∅ is not the database Null introduced by Codd and used in relational and other query languages in 3 valued logic. Null means unknown and many statements involving Null are undecidable (neither provably true nor provably false). The empty set is not ""lack of knowledge"" but certainty in the nonexistence of elements in the set. Most statements beginning ""for all elements in ∅"" are true, but vacuous. Most statements beginning ""there exist an element in ∅"" are always categorically false. It is almost impossible to construct an undecidable statement about ∅. Null and ∅ are not related. ""Void"" can mean ""invalid"" or ""completely empty."""
2159,"first geodetic problem (differential geometry, geodesy)","Note to entry: This ""problem"" defines a mapping from the vector space at a point (each vector given by a direction and a length) to points of the Figure of Earth that satisfy the problem for that direction and distance. For example, if we fix the distance ""r"" and take all directions, the resultant geometry is the circle centred at the original point of radius ""r"". This document will make heavy use of this mapping; see exponential map and the second geodetic problem."
2160,"direct geodetic problem (differential geometry, geodesy)","Note to entry: This ""problem"" defines a mapping from the vector space at a point (each vector given by a direction and a length) to points of the Figure of Earth that satisfy the problem for that direction and distance. For example, if we fix the distance ""r"" and take all directions, the resultant geometry is the circle centred at the original point of radius ""r"". This document will make heavy use of this mapping; see exponential map and the second geodetic problem. "
2162,"geodesic circle (differential geometry, geodesy)",Note to entry: The geodesic circles centred on a pole (either one) are the lines of constant latitude. Circles in a tangent space centred on the origin (corresponding to the point of tangency) map to geodesic circles by the exponential map on the geometric reference surface centred on the point of tangency.
2163,"geometric dimension (geometry, topology)","Note to entry: Curves, because they are continuous images of a portion of the real line, have geometric dimension 1. Surfaces cannot always be mapped to RR^2 in their entirety, but around each point position, a small neighborhood can be found that resembles (under continuous functions) the interior of the unit circle in RR^2, and are therefore 2-dimensional. In this document, most surfaces (instances of Surface) are mapped to portions of RR^2 by their defining interpolation mechanisms."
2164,geometric primitive (geometry),"Note to entry: Geometric primitives are non-decomposed objects that present information about geometric configuration. They include points, curves, surfaces, and solids. Many geometric objects behave like primitives (supporting the same interfaces defined for geometric primitives) but are actually composites composed of some number of other primitives. General collections may be aggregates and incapable of acting like a primitive (such as the lines of a complex network, which is not connected and thus incapable of being traceable as a single line). By this definition, a geometric primitive is topological open, since the boundary points are not isotropic to the interior points. Geometry is assumed to be closed. For points, the boundary is empty."
2166,geometric set (geometry),"Note to entry: This set in most cases is infinite, except where the set consists of a list of point locations. Curves, surfaces and volumes being continuous are infinite sets of points. Some systems will define 'degenerate' curves, which are actually points."
2168,homomorphism (mathematics),"Note to entry: A homomorphism is distinct from a isomorphism in that no inverse function is required. In an isomorphism, there are two homomorphisms that are functional inverses of one another. Continuous functions are topological homomorphisms because they preserve ""topological characteristics"". The mapping of topological complexes to their geometric realizations preserves the concept of boundary and is therefore a homomorphism."
