dcterms:identifier,osgeo:termID,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,rdf:type,rdf:type,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasInfo,osgeo:hasReview,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:hasSource,osgeo:example @en,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
192,osgeo-concept:c192,International Hydrographic Office,OHI,International Hydrographic Office,,skos:Concept,owl:NamedIndividual,ldapi192-json,https://osgeo.geolexica.org/api/ldapi/192.json,ldapi192-jsonld,https://osgeo.geolexica.org/api/ldapi/192.jsonld,ldapi192-rdfxml,https://osgeo.geolexica.org/api/ldapi/192.rdf,ldapi192-skosrdf,https://osgeo.geolexica.org/api/ldapi/192.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info192,osgeo-review:Review192,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,192
193,osgeo-concept:c193,International Modeling & Software Society Secretariat,iEMSs,International Modeling & Software Society Secretariat,,skos:Concept,owl:NamedIndividual,ldapi193-json,https://osgeo.geolexica.org/api/ldapi/193.json,ldapi193-jsonld,https://osgeo.geolexica.org/api/ldapi/193.jsonld,ldapi193-rdfxml,https://osgeo.geolexica.org/api/ldapi/193.rdf,ldapi193-skosrdf,https://osgeo.geolexica.org/api/ldapi/193.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info193,osgeo-review:Review193,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,193
194,osgeo-concept:c194,International Organization for Standardization,ISO,International Organization for Standardization,,skos:Concept,owl:NamedIndividual,ldapi194-json,https://osgeo.geolexica.org/api/ldapi/194.json,ldapi194-jsonld,https://osgeo.geolexica.org/api/ldapi/194.jsonld,ldapi194-rdfxml,https://osgeo.geolexica.org/api/ldapi/194.rdf,ldapi194-skosrdf,https://osgeo.geolexica.org/api/ldapi/194.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info194,osgeo-review:Review194,Definition not provided in this language.,Note to entry: See http://www.iso.org,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,194
195,osgeo-concept:c195,International Society for Photogrammetry and Remote Sensing,ISPRS,International Society for Photogrammetry and Remote Sensing,,skos:Concept,owl:NamedIndividual,ldapi195-json,https://osgeo.geolexica.org/api/ldapi/195.json,ldapi195-jsonld,https://osgeo.geolexica.org/api/ldapi/195.jsonld,ldapi195-rdfxml,https://osgeo.geolexica.org/api/ldapi/195.rdf,ldapi195-skosrdf,https://osgeo.geolexica.org/api/ldapi/195.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info195,osgeo-review:Review195,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,195
196,osgeo-concept:c196,International Standard,IS,International Standard,,skos:Concept,owl:NamedIndividual,ldapi196-json,https://osgeo.geolexica.org/api/ldapi/196.json,ldapi196-jsonld,https://osgeo.geolexica.org/api/ldapi/196.jsonld,ldapi196-rdfxml,https://osgeo.geolexica.org/api/ldapi/196.rdf,ldapi196-skosrdf,https://osgeo.geolexica.org/api/ldapi/196.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info196,osgeo-review:Review196,Definition not provided in this language.,,,,,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,196
197,osgeo-concept:c197,International Telecommunication Union,ITU,International Telecommunication Union,,skos:Concept,owl:NamedIndividual,ldapi197-json,https://osgeo.geolexica.org/api/ldapi/197.json,ldapi197-jsonld,https://osgeo.geolexica.org/api/ldapi/197.jsonld,ldapi197-rdfxml,https://osgeo.geolexica.org/api/ldapi/197.rdf,ldapi197-skosrdf,https://osgeo.geolexica.org/api/ldapi/197.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info197,osgeo-review:Review197,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,197
198,osgeo-concept:c198,Internet Engineering Task Force,IETF,Internet Engineering Task Force,,skos:Concept,owl:NamedIndividual,ldapi198-json,https://osgeo.geolexica.org/api/ldapi/198.json,ldapi198-jsonld,https://osgeo.geolexica.org/api/ldapi/198.jsonld,ldapi198-rdfxml,https://osgeo.geolexica.org/api/ldapi/198.rdf,ldapi198-skosrdf,https://osgeo.geolexica.org/api/ldapi/198.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info198,osgeo-review:Review198,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,198
199,osgeo-concept:c199,Internet Society,ISOC,Internet Society,,skos:Concept,owl:NamedIndividual,ldapi199-json,https://osgeo.geolexica.org/api/ldapi/199.json,ldapi199-jsonld,https://osgeo.geolexica.org/api/ldapi/199.jsonld,ldapi199-rdfxml,https://osgeo.geolexica.org/api/ldapi/199.rdf,ldapi199-skosrdf,https://osgeo.geolexica.org/api/ldapi/199.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info199,osgeo-review:Review199,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,199
200,osgeo-concept:c200,Interoperability Experiment,IE,Interoperability Experiment,,skos:Concept,owl:NamedIndividual,ldapi200-json,https://osgeo.geolexica.org/api/ldapi/200.json,ldapi200-jsonld,https://osgeo.geolexica.org/api/ldapi/200.jsonld,ldapi200-rdfxml,https://osgeo.geolexica.org/api/ldapi/200.rdf,ldapi200-skosrdf,https://osgeo.geolexica.org/api/ldapi/200.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info200,osgeo-review:Review200,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,200
201,osgeo-concept:c201,Interoperability Program,IP,Interoperability Program,,skos:Concept,owl:NamedIndividual,ldapi201-json,https://osgeo.geolexica.org/api/ldapi/201.json,ldapi201-jsonld,https://osgeo.geolexica.org/api/ldapi/201.jsonld,ldapi201-rdfxml,https://osgeo.geolexica.org/api/ldapi/201.rdf,ldapi201-skosrdf,https://osgeo.geolexica.org/api/ldapi/201.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info201,osgeo-review:Review201,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,201
202,osgeo-concept:c202,Interoperability Program Team,IPTeam,Interoperability Program Team,,skos:Concept,owl:NamedIndividual,ldapi202-json,https://osgeo.geolexica.org/api/ldapi/202.json,ldapi202-jsonld,https://osgeo.geolexica.org/api/ldapi/202.jsonld,ldapi202-rdfxml,https://osgeo.geolexica.org/api/ldapi/202.rdf,ldapi202-skosrdf,https://osgeo.geolexica.org/api/ldapi/202.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info202,osgeo-review:Review202,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,202
203,osgeo-concept:c203,ISO IEC JTC 1/SC 24/WG 8,,ISO IEC JTC 1/SC 24/WG 8,,skos:Concept,owl:NamedIndividual,ldapi203-json,https://osgeo.geolexica.org/api/ldapi/203.json,ldapi203-jsonld,https://osgeo.geolexica.org/api/ldapi/203.jsonld,ldapi203-rdfxml,https://osgeo.geolexica.org/api/ldapi/203.rdf,ldapi203-skosrdf,https://osgeo.geolexica.org/api/ldapi/203.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info203,osgeo-review:Review203,"ISO working group responsible for computer graphics, image processing and environmental presentation",,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,203
204,osgeo-concept:c204,ISO SQL/MM,,ISO SQL/MM,,skos:Concept,owl:NamedIndividual,ldapi204-json,https://osgeo.geolexica.org/api/ldapi/204.json,ldapi204-jsonld,https://osgeo.geolexica.org/api/ldapi/204.jsonld,ldapi204-rdfxml,https://osgeo.geolexica.org/api/ldapi/204.rdf,ldapi204-skosrdf,https://osgeo.geolexica.org/api/ldapi/204.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info204,osgeo-review:Review204,database language intended for for spatial applications based on SQL defined by ISO/IEC 13249-3:2016,,,,,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,204
205,osgeo-concept:c205,ISO Technical Committee 204,ISO TC/204,ISO Technical Committee 204,,skos:Concept,owl:NamedIndividual,ldapi205-json,https://osgeo.geolexica.org/api/ldapi/205.json,ldapi205-jsonld,https://osgeo.geolexica.org/api/ldapi/205.jsonld,ldapi205-rdfxml,https://osgeo.geolexica.org/api/ldapi/205.rdf,ldapi205-skosrdf,https://osgeo.geolexica.org/api/ldapi/205.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info205,osgeo-review:Review205,ISO technical committee responsible for intelligent transport systems,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,205
206,osgeo-concept:c206,ISO Technical Committee 211,ISO TC/211,ISO Technical Committee 211,,skos:Concept,owl:NamedIndividual,ldapi206-json,https://osgeo.geolexica.org/api/ldapi/206.json,ldapi206-jsonld,https://osgeo.geolexica.org/api/ldapi/206.jsonld,ldapi206-rdfxml,https://osgeo.geolexica.org/api/ldapi/206.rdf,ldapi206-skosrdf,https://osgeo.geolexica.org/api/ldapi/206.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info206,osgeo-review:Review206,ISO technical committee responsible for geographic information and geomatics,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,206
207,osgeo-concept:c207,Japan Aerospace Exploration Agency,JAXA,Japan Aerospace Exploration Agency,,skos:Concept,owl:NamedIndividual,ldapi207-json,https://osgeo.geolexica.org/api/ldapi/207.json,ldapi207-jsonld,https://osgeo.geolexica.org/api/ldapi/207.jsonld,ldapi207-rdfxml,https://osgeo.geolexica.org/api/ldapi/207.rdf,ldapi207-skosrdf,https://osgeo.geolexica.org/api/ldapi/207.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info207,osgeo-review:Review207,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,207
208,osgeo-concept:c208,Java Advanced Imaging,JAI,Java Advanced Imaging,,skos:Concept,owl:NamedIndividual,ldapi208-json,https://osgeo.geolexica.org/api/ldapi/208.json,ldapi208-jsonld,https://osgeo.geolexica.org/api/ldapi/208.jsonld,ldapi208-rdfxml,https://osgeo.geolexica.org/api/ldapi/208.rdf,ldapi208-skosrdf,https://osgeo.geolexica.org/api/ldapi/208.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info208,osgeo-review:Review208,"Java platform extension API that provides a set of object-oriented interfaces that support a simple, high-level programming model","Note to entry: JAI allows developers to create their own image manipulation routines without the additional cost or licensing restrictions, associated with commercial image processing software.",,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,208
209,osgeo-concept:c209,Java Database Connectivity,JDBC,Java Database Connectivity,,skos:Concept,owl:NamedIndividual,ldapi209-json,https://osgeo.geolexica.org/api/ldapi/209.json,ldapi209-jsonld,https://osgeo.geolexica.org/api/ldapi/209.jsonld,ldapi209-rdfxml,https://osgeo.geolexica.org/api/ldapi/209.rdf,ldapi209-skosrdf,https://osgeo.geolexica.org/api/ldapi/209.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info209,osgeo-review:Review209,Java API for database-independent connectivity between the Java programming language and a wide range of databases,"Note to entry: JDBC supports SQL databases and other tabular data sources, such as spreadsheets or flat files.",,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,209
210,osgeo-concept:c210,Java Messaging Service.,JMS,Java Messaging Service.,,skos:Concept,owl:NamedIndividual,ldapi210-json,https://osgeo.geolexica.org/api/ldapi/210.json,ldapi210-jsonld,https://osgeo.geolexica.org/api/ldapi/210.jsonld,ldapi210-rdfxml,https://osgeo.geolexica.org/api/ldapi/210.rdf,ldapi210-skosrdf,https://osgeo.geolexica.org/api/ldapi/210.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info210,osgeo-review:Review210,Definition not provided in this language.,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,210
211,osgeo-concept:c211,JavaScript Object Notation,JSON,JavaScript Object Notation,,skos:Concept,owl:NamedIndividual,ldapi211-json,https://osgeo.geolexica.org/api/ldapi/211.json,ldapi211-jsonld,https://osgeo.geolexica.org/api/ldapi/211.jsonld,ldapi211-rdfxml,https://osgeo.geolexica.org/api/ldapi/211.rdf,ldapi211-skosrdf,https://osgeo.geolexica.org/api/ldapi/211.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info211,osgeo-review:Review211,lightweight data-interchange format standardized as ISO/IEC 21778:2017,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,211
212,osgeo-concept:c212,JavaServer Page Template Library,JSTL,JavaServer Page Template Library,,skos:Concept,owl:NamedIndividual,ldapi212-json,https://osgeo.geolexica.org/api/ldapi/212.json,ldapi212-jsonld,https://osgeo.geolexica.org/api/ldapi/212.jsonld,ldapi212-rdfxml,https://osgeo.geolexica.org/api/ldapi/212.rdf,ldapi212-skosrdf,https://osgeo.geolexica.org/api/ldapi/212.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info212,osgeo-review:Review212,JSP tag library that encapsulates many of the standard functions handled in JSP,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,212
213,osgeo-concept:c213,JavaServer Pages,JSP,JavaServer Pages,,skos:Concept,owl:NamedIndividual,ldapi213-json,https://osgeo.geolexica.org/api/ldapi/213.json,ldapi213-jsonld,https://osgeo.geolexica.org/api/ldapi/213.jsonld,ldapi213-rdfxml,https://osgeo.geolexica.org/api/ldapi/213.rdf,ldapi213-skosrdf,https://osgeo.geolexica.org/api/ldapi/213.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info213,osgeo-review:Review213,scripting system for Java server applications that allows the interleaving of markup and Java procedural code,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,213
214,osgeo-concept:c214,Joint Advisory Committee between OGC and ISO TC 211,JAG,Joint Advisory Committee between OGC and ISO TC 211,,skos:Concept,owl:NamedIndividual,ldapi214-json,https://osgeo.geolexica.org/api/ldapi/214.json,ldapi214-jsonld,https://osgeo.geolexica.org/api/ldapi/214.jsonld,ldapi214-rdfxml,https://osgeo.geolexica.org/api/ldapi/214.rdf,ldapi214-skosrdf,https://osgeo.geolexica.org/api/ldapi/214.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info214,osgeo-review:Review214,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,214
215,osgeo-concept:c215,Joint Photographics Group,JPEG,Joint Photographics Group,,skos:Concept,owl:NamedIndividual,ldapi215-json,https://osgeo.geolexica.org/api/ldapi/215.json,ldapi215-jsonld,https://osgeo.geolexica.org/api/ldapi/215.jsonld,ldapi215-rdfxml,https://osgeo.geolexica.org/api/ldapi/215.rdf,ldapi215-skosrdf,https://osgeo.geolexica.org/api/ldapi/215.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info215,osgeo-review:Review215,Definition not provided in this language.,Note to entry: Additionally a reference to a common image compression method,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,215
216,osgeo-concept:c216,Keyhole Markup Language,KML,Keyhole Markup Language,,skos:Concept,owl:NamedIndividual,ldapi216-json,https://osgeo.geolexica.org/api/ldapi/216.json,ldapi216-jsonld,https://osgeo.geolexica.org/api/ldapi/216.jsonld,ldapi216-rdfxml,https://osgeo.geolexica.org/api/ldapi/216.rdf,ldapi216-skosrdf,https://osgeo.geolexica.org/api/ldapi/216.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info216,osgeo-review:Review216,XML based format for spatial data,"Note to entry: The name originates from the company which developed the technology, originally named “Keyhole”.",,,https://www.opengeospatial.org/acronyms,EXAMPLE  KML is used by Google Earth,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,216
217,osgeo-concept:c217,Law Enforcement and Public Safety Domain Working Group,LEAPS DWG,Law Enforcement and Public Safety Domain Working Group,,skos:Concept,owl:NamedIndividual,ldapi217-json,https://osgeo.geolexica.org/api/ldapi/217.json,ldapi217-jsonld,https://osgeo.geolexica.org/api/ldapi/217.jsonld,ldapi217-rdfxml,https://osgeo.geolexica.org/api/ldapi/217.rdf,ldapi217-skosrdf,https://osgeo.geolexica.org/api/ldapi/217.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info217,osgeo-review:Review217,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,217
218,osgeo-concept:c218,layer,,layer,,skos:Concept,owl:NamedIndividual,ldapi218-json,https://osgeo.geolexica.org/api/ldapi/218.json,ldapi218-jsonld,https://osgeo.geolexica.org/api/ldapi/218.jsonld,ldapi218-rdfxml,https://osgeo.geolexica.org/api/ldapi/218.rdf,ldapi218-skosrdf,https://osgeo.geolexica.org/api/ldapi/218.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info218,osgeo-review:Review218,basic unit of geographic information that may be requested as a map from a server,,,,"ISO 19128:2005, 4.6",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,218
219,osgeo-concept:c219,Level Of Detail,LOD,Level Of Detail,,skos:Concept,owl:NamedIndividual,ldapi219-json,https://osgeo.geolexica.org/api/ldapi/219.json,ldapi219-jsonld,https://osgeo.geolexica.org/api/ldapi/219.jsonld,ldapi219-rdfxml,https://osgeo.geolexica.org/api/ldapi/219.rdf,ldapi219-skosrdf,https://osgeo.geolexica.org/api/ldapi/219.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info219,osgeo-review:Review219,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,219
220,osgeo-concept:c220,Light Detection and Ranging,LiDAR,Light Detection and Ranging,,skos:Concept,owl:NamedIndividual,ldapi220-json,https://osgeo.geolexica.org/api/ldapi/220.json,ldapi220-jsonld,https://osgeo.geolexica.org/api/ldapi/220.jsonld,ldapi220-rdfxml,https://osgeo.geolexica.org/api/ldapi/220.rdf,ldapi220-skosrdf,https://osgeo.geolexica.org/api/ldapi/220.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info220,osgeo-review:Review220,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,220
221,osgeo-concept:c221,Lightweight Directory Access Protocol,LDAP,Lightweight Directory Access Protocol,,skos:Concept,owl:NamedIndividual,ldapi221-json,https://osgeo.geolexica.org/api/ldapi/221.json,ldapi221-jsonld,https://osgeo.geolexica.org/api/ldapi/221.jsonld,ldapi221-rdfxml,https://osgeo.geolexica.org/api/ldapi/221.rdf,ldapi221-skosrdf,https://osgeo.geolexica.org/api/ldapi/221.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info221,osgeo-review:Review221,application protocol for querying and modifying directory services running over TCP/IP,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,221
222,osgeo-concept:c222,Local Organizing Committee,LOC,Local Organizing Committee,,skos:Concept,owl:NamedIndividual,ldapi222-json,https://osgeo.geolexica.org/api/ldapi/222.json,ldapi222-jsonld,https://osgeo.geolexica.org/api/ldapi/222.jsonld,ldapi222-rdfxml,https://osgeo.geolexica.org/api/ldapi/222.rdf,ldapi222-skosrdf,https://osgeo.geolexica.org/api/ldapi/222.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info222,osgeo-review:Review222,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,222
223,osgeo-concept:c223,Location Based Service,LBS,Location Based Service,,skos:Concept,owl:NamedIndividual,ldapi223-json,https://osgeo.geolexica.org/api/ldapi/223.json,ldapi223-jsonld,https://osgeo.geolexica.org/api/ldapi/223.jsonld,ldapi223-rdfxml,https://osgeo.geolexica.org/api/ldapi/223.rdf,ldapi223-skosrdf,https://osgeo.geolexica.org/api/ldapi/223.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info223,osgeo-review:Review223,"service whose return or other property is dependent on the location of the client requesting the service or of some other thing, object or person",,,,"ISO 19133:2005, 4.11",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,223
224,osgeo-concept:c224,Location Organizer Folder,LOS,Location Organizer Folder,,skos:Concept,owl:NamedIndividual,ldapi224-json,https://osgeo.geolexica.org/api/ldapi/224.json,ldapi224-jsonld,https://osgeo.geolexica.org/api/ldapi/224.jsonld,ldapi224-rdfxml,https://osgeo.geolexica.org/api/ldapi/224.rdf,ldapi224-skosrdf,https://osgeo.geolexica.org/api/ldapi/224.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info224,osgeo-review:Review224,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,224
225,osgeo-concept:c225,Location Services Domain Working Group,LS DWG,Location Services Domain Working Group,,skos:Concept,owl:NamedIndividual,ldapi225-json,https://osgeo.geolexica.org/api/ldapi/225.json,ldapi225-jsonld,https://osgeo.geolexica.org/api/ldapi/225.jsonld,ldapi225-rdfxml,https://osgeo.geolexica.org/api/ldapi/225.rdf,ldapi225-skosrdf,https://osgeo.geolexica.org/api/ldapi/225.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info225,osgeo-review:Review225,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,225
226,osgeo-concept:c226,MAC address,,MAC address,,skos:Concept,owl:NamedIndividual,ldapi226-json,https://osgeo.geolexica.org/api/ldapi/226.json,ldapi226-jsonld,https://osgeo.geolexica.org/api/ldapi/226.jsonld,ldapi226-rdfxml,https://osgeo.geolexica.org/api/ldapi/226.rdf,ldapi226-skosrdf,https://osgeo.geolexica.org/api/ldapi/226.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info226,osgeo-review:Review226,"Media Access Control address (MAC address) is a unique identifier assigned to most network adapters or network interface cards (NICs) by the manufacturer for identification, and used in the Media Access Control protocol sublayer",,,,,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,226
227,osgeo-concept:c227,map projection,,map projection,,skos:Concept,owl:NamedIndividual,ldapi227-json,https://osgeo.geolexica.org/api/ldapi/227.json,ldapi227-jsonld,https://osgeo.geolexica.org/api/ldapi/227.jsonld,ldapi227-rdfxml,https://osgeo.geolexica.org/api/ldapi/227.rdf,ldapi227-skosrdf,https://osgeo.geolexica.org/api/ldapi/227.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info227,osgeo-review:Review227,coordinate conversion from an ellipsoidal coordinate system to a plane,Note to entry:  See also http://en.wikipedia.org/wiki/MAC_address on Wikipedia,,,"ISO 19111:2019, 3.1.40",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,227
228,osgeo-concept:c228,Mapfile,,Mapfile,,skos:Concept,owl:NamedIndividual,ldapi228-json,https://osgeo.geolexica.org/api/ldapi/228.json,ldapi228-jsonld,https://osgeo.geolexica.org/api/ldapi/228.jsonld,ldapi228-rdfxml,https://osgeo.geolexica.org/api/ldapi/228.rdf,ldapi228-skosrdf,https://osgeo.geolexica.org/api/ldapi/228.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info228,osgeo-review:Review228,"declarative language having a hierarchial format that is used by MapServer to define data connections, map styling, templating, and server directives",,,,https://mapserver.org/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,228
229,osgeo-concept:c229,MapScript,,MapScript,,skos:Concept,owl:NamedIndividual,ldapi229-json,https://osgeo.geolexica.org/api/ldapi/229.json,ldapi229-jsonld,https://osgeo.geolexica.org/api/ldapi/229.jsonld,ldapi229-rdfxml,https://osgeo.geolexica.org/api/ldapi/229.rdf,ldapi229-skosrdf,https://osgeo.geolexica.org/api/ldapi/229.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info229,osgeo-review:Review229,alternative the the CGI application of mapserv that enables programming of the MapServer object API in many languages,,,,https://mapserver.org/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,229
230,osgeo-concept:c230,Media and Information Literacy,MIL,Media and Information Literacy,,skos:Concept,owl:NamedIndividual,ldapi230-json,https://osgeo.geolexica.org/api/ldapi/230.json,ldapi230-jsonld,https://osgeo.geolexica.org/api/ldapi/230.jsonld,ldapi230-rdfxml,https://osgeo.geolexica.org/api/ldapi/230.rdf,ldapi230-skosrdf,https://osgeo.geolexica.org/api/ldapi/230.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info230,osgeo-review:Review230,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,230
231,osgeo-concept:c231,Memorandum of Understanding,MoU,Memorandum of Understanding,,skos:Concept,owl:NamedIndividual,ldapi231-json,https://osgeo.geolexica.org/api/ldapi/231.json,ldapi231-jsonld,https://osgeo.geolexica.org/api/ldapi/231.jsonld,ldapi231-rdfxml,https://osgeo.geolexica.org/api/ldapi/231.rdf,ldapi231-skosrdf,https://osgeo.geolexica.org/api/ldapi/231.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info231,osgeo-review:Review231,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,231
